scenario,role,class_label,x1,x2,is_true_source
compact_separated,source,A,-4.081881694512778,2.0264124465838447,True
compact_separated,source,A,-4.684105329542266,2.441390352419182,True
compact_separated,source,A,-4.077511462900561,2.2407246752178915,True
compact_separated,source,A,-3.9063176311753307,1.0378070607134042,True
compact_separated,source,A,-3.779544927779333,2.452420117567573,True
compact_separated,source,A,-4.321833993536946,1.9521297547453296,True
compact_separated,source,A,-3.866852179516633,2.097544146790614,True
compact_separated,source,A,-4.578783510836859,2.2341646107123037,True
compact_separated,source,A,-3.8713837036493497,2.3539654426507566,True
compact_separated,source,A,-4.267668580574622,1.0086281313353505,True
compact_separated,source,A,-3.5855321589493894,2.434104152985247,True
compact_separated,source,A,-4.887570354945984,1.4827029832487024,True
compact_separated,source,A,-2.9201908451882828,2.254220853189492,True
compact_separated,source,A,-4.139416206669123,2.4926284549907214,True
compact_separated,source,A,-3.7470547196155115,1.5719680483572303,True
compact_separated,source,A,-3.806434164113889,2.4191591509993526,True
compact_separated,source,A,-3.3591611321989396,2.1401007149622826,True
compact_separated,source,A,-3.2247363559393083,2.1047992693609907,True
compact_separated,source,A,-4.5581013921909665,1.778367892003114,True
compact_separated,source,A,-3.6948093092692305,2.816523012429564,True
compact_separated,source,A,-3.8631133061732403,1.5472348939572296,True
compact_separated,source,A,-4.377635126808693,2.222841169783327,True
compact_separated,source,A,-4.062853521977296,2.4064975803432906,True
compact_separated,source,A,-3.7472332157366526,2.3478136669475695,True
compact_separated,source,A,-4.5127943454225194,1.1559196479978602,True
compact_separated,source,A,-3.7753163380462755,2.288883750002292,True
compact_separated,source,A,-2.6852972026241346,2.2964717194772177,True
compact_separated,source,A,-4.50484845699836,0.7620959418802935,True
compact_separated,source,A,-3.5313466778200358,1.1074636931994306,True
compact_separated,source,A,-4.043098534594895,2.0724253919346878,True
compact_separated,source,A,-3.9308862137293614,1.9986001245416203,True
compact_separated,source,A,-4.207342054913343,1.816696791862519,True
compact_separated,source,A,-5.580407320876992,2.129046189750694,True
compact_separated,source,A,-3.2044333430800727,1.7977703530338183,True
compact_separated,source,A,-4.309434324267518,2.5994458096684534,True
compact_separated,source,A,-4.610670344180826,2.64850502135623,True
compact_separated,source,A,-4.274494324653458,1.7037244509736051,True
compact_separated,source,A,-4.328408379114514,2.1178152199802907,True
compact_separated,source,A,-4.893983371369664,1.9812116870423107,True
compact_separated,source,A,-4.949859376088203,1.2773206772301147,True
compact_separated,source,A,-3.5955967669827764,1.7751238148043766,True
compact_separated,source,A,-4.632996686472967,1.6989243779501098,True
compact_separated,source,A,-2.935999496440257,2.13685935975353,True
compact_separated,source,A,-4.5065073335158035,1.724340914384216,True
compact_separated,source,A,-3.862372505518945,1.2334198191172914,True
compact_separated,source,A,-3.5537264372303063,1.81490143494801,True
compact_separated,source,A,-4.370270944448912,2.6297779611888155,True
compact_separated,source,A,-3.8404550771920967,2.8416784387577185,True
compact_separated,source,A,-4.2100580215178285,1.9460768258919614,True
compact_separated,source,A,-3.2985853799610743,1.744947404241227,True
compact_separated,source,A,-3.357665084000204,1.7712929821272763,True
compact_separated,source,A,-4.246201584551667,1.2803584164997839,True
compact_separated,source,A,-3.7837058664088,1.768666383702895,True
compact_separated,source,A,-4.233036211763869,2.255353428528612,True
compact_separated,source,A,-3.749877069262956,1.6275916595303332,True
compact_separated,source,A,-4.506669256718817,2.1566958839532804,True
compact_separated,source,A,-4.666375285340468,2.0787043241856766,True
compact_separated,source,A,-3.8861775086944403,1.9384571629684881,True
compact_separated,source,A,-4.725235321205545,2.2827693025214018,True
compact_separated,source,A,-3.830140779070612,2.2365360776111456,True
compact_separated,source,A,-3.593394463614681,2.1394387404957174,True
compact_separated,source,A,-3.662107483167624,1.2674800998509754,True
compact_separated,source,A,-3.769773937491311,1.6015501749045278,True
compact_separated,source,A,-3.829660889726418,1.8391242529532745,True
compact_separated,source,A,-4.0598095999319455,1.7457933429571224,True
compact_separated,source,A,-4.09198777232639,2.3501320086918622,True
compact_separated,source,A,-4.033589740965998,1.4045057865852537,True
compact_separated,source,A,-4.739097603027499,1.6231738561718387,True
compact_separated,source,A,-4.434980511891998,2.132156644771982,True
compact_separated,source,A,-4.832903867111496,1.4174367256546376,True
compact_separated,source,A,-4.337424515062079,1.9385377486401454,True
compact_separated,source,A,-2.69267841727158,2.1651162931242167,True
compact_separated,source,A,-4.238722372771066,2.571797695311159,True
compact_separated,source,A,-3.9641167502321024,1.6661630077133731,True
compact_separated,source,A,-4.1497311911678265,1.8524245975299012,True
compact_separated,source,A,-4.265436894413816,1.3350120044845848,True
compact_separated,source,A,-5.003226281767541,2.0543556198876507,True
compact_separated,source,A,-4.190241329814906,2.2639789560582146,True
compact_separated,source,B,4.318760655111343,3.842125291270447,False
compact_separated,source,B,4.112261017433464,2.787338063206553,False
compact_separated,source,B,3.4716960734458873,3.1244107108442662,False
compact_separated,source,B,4.23316011099602,2.786437687763166,False
compact_separated,source,B,1.738181367389776,3.350674142957906,False
compact_separated,source,B,3.6265327641636493,2.7611714998564154,False
compact_separated,source,B,3.6804619656135955,3.3628290649152492,False
compact_separated,source,B,2.8366789073794996,3.796783903067642,False
compact_separated,source,B,3.324996729096253,3.031830121733351,False
compact_separated,source,B,4.2919756804739,3.711254430032816,False
compact_separated,source,B,2.767062733373324,2.9595757944966588,False
compact_separated,source,B,3.6103147475873483,3.4134796355968926,False
compact_separated,source,B,3.738998755456128,3.3934287368671967,False
compact_separated,source,B,2.4249818462128876,2.042740067364891,False
compact_separated,source,B,2.8187199287514124,2.7230019357837856,False
compact_separated,source,B,4.059957076299282,3.3229416387996245,False
compact_separated,source,B,2.4269340315806867,3.416483841868624,False
compact_separated,source,B,4.189508213422543,3.2864218314902653,False
compact_separated,source,B,4.542037472038869,3.7041030489204814,False
compact_separated,source,B,3.9752485802006574,3.7418010916478592,False
compact_separated,source,B,2.6630247509566187,3.1481456928554667,False
compact_separated,source,B,2.361127483410593,2.973248359352253,False
compact_separated,source,B,3.6128118748090796,3.981575195397016,False
compact_separated,source,B,3.6883221738512755,2.9901524230279506,False
compact_separated,source,B,4.136964986539857,4.035627504917443,False
compact_separated,source,B,3.8810343809019034,3.014589655933439,False
compact_separated,source,B,4.467942209974216,4.376669703880158,False
compact_separated,source,B,3.534949366442337,4.837145971781644,False
compact_separated,source,B,3.175120694888992,2.61612083135259,False
compact_separated,source,B,3.1079533680775873,3.158606109153242,False
compact_separated,source,B,3.397750763360892,3.1788539770858457,False
compact_separated,source,B,4.538654381266692,3.4337071947839686,False
compact_separated,source,B,2.976373843365485,3.6429620010256616,False
compact_separated,source,B,2.9515627731929457,3.819123734284376,False
compact_separated,source,B,3.3165766301965487,4.127909516594381,False
compact_separated,source,B,2.731340609845021,3.5895522104482303,False
compact_separated,source,B,3.6626864197250306,3.8523416709902643,False
compact_separated,source,B,2.9897895735191984,3.0239000284772,False
compact_separated,source,B,3.5777771323824488,4.1149608866590555,False
compact_separated,source,B,4.350469266724577,3.467981305692065,False
compact_separated,source,B,4.214054645138164,4.090348242605853,False
compact_separated,source,B,3.544396536545849,3.678221269722602,False
compact_separated,source,B,3.122124116767631,3.2441389336975512,False
compact_separated,source,B,3.5608168639749387,3.479248571229288,False
compact_separated,source,B,2.456426803639034,3.96674944309455,False
compact_separated,source,B,3.6334069024204156,3.8875033121535822,False
compact_separated,source,B,3.2995571110151776,2.5914994111536154,False
compact_separated,source,B,4.812566298836092,2.9020411531651553,False
compact_separated,source,B,3.8569788353887677,3.22309211938179,False
compact_separated,source,B,3.547645938600493,3.6906821396801637,False
compact_separated,source,B,3.255962841216369,4.022232331943631,False
compact_separated,source,B,3.7572976404941034,3.3852939130927,False
compact_separated,source,B,3.231966756818941,3.1220680786955506,False
compact_separated,source,B,3.947259006376393,3.0416769116291107,False
compact_separated,source,B,3.923278974325671,3.0264800573410024,False
compact_separated,source,B,3.4185791763147257,3.3168214758334775,False
compact_separated,source,B,3.6562308516412436,3.643206521120971,False
compact_separated,source,B,2.5488358460337723,3.3699545814741105,False
compact_separated,source,B,3.9485362400567867,3.83016194795274,False
compact_separated,source,B,3.584107711494963,3.2615898611705902,False
compact_separated,source,B,3.0527889170410307,2.749901747458945,False
compact_separated,source,B,2.728660009905938,3.788628486795743,False
compact_separated,source,B,3.009758280613594,3.3483954521701946,False
compact_separated,source,B,4.063161066829459,3.393075946275427,False
compact_separated,source,B,3.2026297527894023,4.0950191430013385,False
compact_separated,source,B,3.4571201334183357,3.555608160766129,False
compact_separated,source,B,3.184483829190885,3.106278669975859,False
compact_separated,source,B,3.2099047598098998,3.402299652433837,False
compact_separated,source,B,3.776912828398492,3.5932107370274258,False
compact_separated,source,B,4.01854508863899,4.004127320389719,False
compact_separated,source,B,3.9760376308981122,3.4945016717558612,False
compact_separated,source,B,3.3970620066549624,3.639567930581389,False
compact_separated,source,B,3.1233905358738925,3.720380488611073,False
compact_separated,source,B,2.6323846100211803,3.306934257396245,False
compact_separated,source,B,2.7227001800810506,3.0096346526442153,False
compact_separated,source,B,3.850710272428538,4.168017706696971,False
compact_separated,source,B,2.4490879629001117,3.284409097569286,False
compact_separated,source,B,3.62398566170588,2.5823128934816024,False
compact_separated,source,B,2.9808371699620806,2.8394542482313567,False
compact_separated,source,B,5.310678891333887,3.668487445323075,False
compact_separated,source,B,2.3735243937157002,3.216465521780302,False
compact_separated,source,B,4.756990933079376,4.1302981246465205,False
compact_separated,source,B,4.520814028815872,3.9937216464895613,False
compact_separated,source,B,4.02516234561616,4.577242518152793,False
compact_separated,source,B,2.545457019641881,3.9391005906541543,False
compact_separated,source,B,3.4821046096419357,4.301405616886665,False
compact_separated,source,B,3.8896150108327467,3.973813009159824,False
compact_separated,source,B,3.5166033016075993,3.1859935258807965,False
compact_separated,source,B,4.275711394132066,3.42174610402628,False
compact_separated,source,B,3.0456281644830803,3.726769167848546,False
compact_separated,source,B,3.321319382519646,3.583006879243982,False
compact_separated,source,B,4.354689078253088,3.996750763269144,False
compact_separated,source,B,4.515208345947016,3.1339708772376187,False
compact_separated,source,B,3.3989059721750348,2.901756307756361,False
compact_separated,source,B,3.0567853314763047,3.4232774792378935,False
compact_separated,source,B,3.2614948536211323,3.6537460308609577,False
compact_separated,source,B,3.226053365403809,3.2378007407737313,False
compact_separated,source,B,1.741874391316471,3.4865119068819688,False
compact_separated,source,B,4.627833386346638,3.2277869857578474,False
compact_separated,source,B,3.089077188383748,3.1018771019671463,False
compact_separated,source,B,1.9076697713705792,2.9920431141330477,False
compact_separated,source,B,3.36499763360611,2.5876465654013803,False
compact_separated,source,B,3.6420807348369775,3.7416727189780095,False
compact_separated,source,B,2.8721517432741703,2.926146264831012,False
compact_separated,source,B,4.503721071534818,3.2707043929318105,False
compact_separated,source,B,4.168331195354832,3.678342257632069,False
compact_separated,source,B,3.4068341096035115,3.6424223982596446,False
compact_separated,source,B,3.7705797329186694,3.755402059964525,False
compact_separated,source,B,3.6047710727901663,3.627764033661858,False
compact_separated,source,B,2.925418421713813,3.1324140069223283,False
compact_separated,source,B,2.6979199539973115,3.7582378595649946,False
compact_separated,source,B,3.0721678403017645,3.477715199245628,False
compact_separated,source,B,3.585731452012404,3.386213435386444,False
compact_separated,source,B,3.9927470737737876,2.148325277721385,False
compact_separated,source,B,4.24440294017296,3.2504830230979684,False
compact_separated,source,B,2.694439831613696,4.000494010372792,False
compact_separated,source,B,2.5791240440810164,2.9202879753136513,False
compact_separated,source,B,2.6224679656611394,3.7010616095046127,False
compact_separated,source,B,3.661141719941673,3.1235673120071734,False
compact_separated,source,B,4.232993551775154,2.673644339224698,False
compact_separated,source,C,0.34288494539903375,-4.042810178148679,False
compact_separated,source,C,-0.1911676059181937,-4.2113615109230995,False
compact_separated,source,C,0.8533577120635927,-3.312166975051498,False
compact_separated,source,C,0.8106444115397878,-3.5283623233639636,False
compact_separated,source,C,1.0668407437584428,-2.6928805664153455,False
compact_separated,source,C,-1.128974908892371,-4.079792281993786,False
compact_separated,source,C,-0.5229302323091936,-3.6388396598588995,False
compact_separated,source,C,1.150535629243339,-3.6206987734199068,False
compact_separated,source,C,0.34333052383546026,-3.3328331376071807,False
compact_separated,source,C,0.7892234740976213,-5.206666623358394,False
compact_separated,source,C,1.1408002113905926,-3.7641889236855675,False
compact_separated,source,C,1.2389746498025207,-3.633615149523947,False
compact_separated,source,C,0.626878960542288,-4.001563099155796,False
compact_separated,source,C,1.4991159699594827,-2.665274354390873,False
compact_separated,source,C,0.734684331311631,-3.5237105659344157,False
compact_separated,source,C,0.059065639031840755,-3.589527032070696,False
compact_separated,source,C,-0.1800752530918992,-3.0040016252862403,False
compact_separated,source,C,0.7045015233586902,-3.362007879337989,False
compact_separated,source,C,-0.08247224829845512,-3.0519580066029226,False
compact_separated,source,C,-0.8342716423458769,-3.0085760849207257,False
compact_separated,source,C,-0.040075645817648775,-2.7436776098061344,False
compact_separated,source,C,-0.528040216421598,-3.067740445793413,False
compact_separated,source,C,1.0100242977077896,-3.3805216378299683,False
compact_separated,source,C,0.28263837083626436,-4.1426427829908725,False
compact_separated,source,C,-0.33712067658444367,-3.3597487985277126,False
compact_separated,source,C,0.5121883064102115,-3.639459563245598,False
compact_separated,source,C,-0.6346657257961641,-3.1037148368117373,False
compact_separated,source,C,0.8176534277283336,-4.123306075550902,False
compact_separated,source,C,0.28255382797316164,-3.8093586470914644,False
compact_separated,source,C,0.08332613437615366,-3.5677292028712833,False
compact_separated,source,C,0.3719964449746941,-3.9770964687876695,False
compact_separated,source,C,0.9242310818772747,-4.081659346036405,False
compact_separated,source,C,0.5874534021838298,-2.7923502401085427,False
compact_separated,source,C,0.7237480423671201,-3.6039960201821275,False
compact_separated,source,C,1.3490476557514208,-2.7012010201618857,False
compact_separated,source,C,1.3717598271872276,-3.1213145128731434,False
compact_separated,source,C,0.47923963545020964,-3.5730491892888647,False
compact_separated,source,C,0.02671554946312954,-4.844542351709899,False
compact_separated,source,C,1.5383731395584244,-3.083685779588893,False
compact_separated,source,C,0.7642140083364315,-3.889664046827655,False
compact_separated,source,C,1.0369772852817287,-4.031091167891854,False
compact_separated,source,C,-0.11517779911018466,-3.280708271624389,False
compact_separated,source,C,0.7033962083243255,-5.301497974678358,False
compact_separated,source,C,0.0935106983227526,-2.1736802449053125,False
compact_separated,source,C,0.6131395579752469,-4.100262113498916,False
compact_separated,source,C,0.8493856641542062,-3.9424870263216856,False
compact_separated,source,C,1.2969657405705373,-3.722109608652262,False
compact_separated,source,C,1.019199707631655,-3.7261955125339545,False
compact_separated,source,C,1.25506202408836,-3.6683346958000396,False
compact_separated,source,C,0.3416704817521526,-2.4801704841126653,False
compact_separated,source,C,-0.3889638440819374,-3.5155095615252794,False
compact_separated,source,C,0.1384464818099127,-4.079790300791845,False
compact_separated,source,C,0.44617367595486007,-3.446222192226178,False
compact_separated,source,C,0.5940505782713635,-3.8060161074187233,False
compact_separated,source,C,0.4234356167987228,-3.4203179152700054,False
compact_separated,source,C,-0.42044188175924135,-3.320965425164183,False
compact_separated,source,C,0.012077314088785873,-2.5213937927609287,False
compact_separated,source,C,0.7348039884149737,-2.3917803845507732,False
compact_separated,source,C,0.21048962922929992,-3.435083628654315,False
compact_separated,source,C,1.3267715986486333,-4.179893342117575,False
compact_separated,source,C,0.4636847984702864,-4.375666555909972,False
compact_separated,source,C,-0.11399254783266333,-3.5523989490355143,False
compact_separated,source,C,0.9668715369585592,-3.023214456584288,False
compact_separated,source,C,0.2443865887804882,-3.2241574285631276,False
compact_separated,source,C,-0.1980618909153774,-2.557923277645304,False
compact_separated,source,C,1.9826771692494372,-3.908316687066212,False
compact_separated,source,C,-0.29158250189746127,-3.0305214175168413,False
compact_separated,source,C,1.5241991887615562,-3.2045418410409963,False
compact_separated,source,C,0.038503942706812344,-3.2790012600722123,False
compact_separated,source,C,0.7363906689886783,-3.9065138543733324,False
compact_separated,source,C,0.7444875778648267,-3.2364236960672903,False
compact_separated,source,C,0.9163258219719813,-3.9922224726227196,False
compact_separated,source,C,1.6883192048542344,-3.8545489195550466,False
compact_separated,source,C,1.0702809740273285,-3.2397084242657925,False
compact_separated,source,C,1.8821148786242181,-2.9687625342495743,False
compact_separated,source,C,0.7132408416791172,-3.8662520571920065,False
compact_separated,source,C,0.7142702604300194,-4.592910903961772,False
compact_separated,source,C,1.233808929960282,-3.8190927438655615,False
compact_separated,source,C,1.0507675651168045,-3.334501833882076,False
compact_separated,source,C,0.048644643901140816,-3.823175147002573,False
compact_separated,source,C,1.1860302759103756,-3.738751125091928,False
compact_separated,source,C,0.8428576868546507,-3.0539816816561327,False
compact_separated,source,C,1.3484679023540107,-3.701457518498295,False
compact_separated,source,C,0.6014563196799447,-3.5810480340162956,False
compact_separated,source,C,0.4829588747702632,-2.653988645817838,False
compact_separated,source,C,0.9157508454717675,-3.2864876319711898,False
compact_separated,source,C,0.1187143211210952,-3.7334846965740045,False
compact_separated,source,C,-0.22787351066547556,-2.8380383660846364,False
compact_separated,source,C,0.7921440879022722,-3.419839093242284,False
compact_separated,source,C,0.6310090717706818,-3.714827501181815,False
compact_separated,source,C,0.7836657137864587,-3.3330894629205967,False
compact_separated,source,C,0.3548401521287692,-3.105903899528765,False
compact_separated,source,C,1.305570841437506,-4.6338433422657594,False
compact_separated,source,C,0.03644474489196031,-2.94064058738826,False
compact_separated,source,C,1.2963165710410907,-3.318038807935565,False
compact_separated,source,C,0.724991209213144,-3.9194509839651595,False
compact_separated,source,C,1.1761595332092072,-2.796229118126349,False
compact_separated,source,C,1.091049804702241,-4.031451287979742,False
compact_separated,source,C,1.2029149009447133,-3.03113357817158,False
compact_separated,source,C,0.006195594240894553,-4.181360845798929,False
compact_separated,source,C,1.5701874200017392,-2.6353043058860317,False
compact_separated,source,C,-0.23603313719725483,-3.948366154654353,False
compact_separated,source,C,0.19177119662975722,-3.1243304015158837,False
compact_separated,source,C,0.4810225217384564,-4.489027672355791,False
compact_separated,source,C,0.31338586512713473,-4.026016592158481,False
compact_separated,source,C,0.24669509370098291,-2.946784376883937,False
compact_separated,source,C,0.4479747274462701,-4.0087974642276585,False
compact_separated,source,C,0.38166766477664177,-3.0469690012572896,False
compact_separated,source,C,-0.11099334948009487,-2.807812334325705,False
compact_separated,source,C,0.17055720169910432,-3.4951369479448724,False
compact_separated,source,C,0.0508530218852592,-4.969184971016419,False
compact_separated,source,C,0.3561571378263555,-3.4886119653028844,False
compact_separated,source,C,-0.6260898892436457,-3.236085725664274,False
compact_separated,source,C,0.5585017413559981,-3.4992016407604045,False
compact_separated,source,C,0.24848302642204256,-3.4960701466273636,False
compact_separated,source,C,1.2033425386075196,-3.298975531928458,False
compact_separated,source,C,0.050552545278566396,-4.383647958186639,False
compact_separated,source,C,-0.7830907725442975,-2.565908698280018,False
compact_separated,source,C,0.6767457894525617,-2.7756027680242665,False
compact_separated,source,C,0.9921856982782191,-2.9315903413225337,False
compact_separated,unknown,X,-3.9650492388575636,1.8331585780258666,True
compact_separated,unknown,X,-5.028863394114373,1.7866573798838363,True
compact_separated,unknown,X,-4.463760174748803,1.7790710106674377,True
compact_separated,unknown,X,-3.1956981459511984,1.7084647504606338,True
compact_separated,unknown,X,-3.2737117488723895,2.1140942268544443,True
compact_separated,unknown,X,-4.210852798259744,1.2171631400895988,True
compact_separated,unknown,X,-4.311701282208391,1.4307934183179842,True
compact_separated,unknown,X,-4.631472125570811,1.866289394840848,True
compact_separated,unknown,X,-4.290460540268356,1.6307262349701315,True
compact_separated,unknown,X,-4.285836946628303,1.5501882083903862,True
compact_separated,unknown,X,-4.750886904801843,1.1594704733276002,True
compact_separated,unknown,X,-4.573195351287972,2.372906880799086,True
compact_separated,unknown,X,-4.2598618283393295,1.9633514941914316,True
compact_separated,unknown,X,-4.028018184423203,2.1655022427855672,True
compact_separated,unknown,X,-4.437065715754907,1.8800760037606288,True
compact_separated,unknown,X,-4.171755684300798,1.988727766556676,True
compact_separated,unknown,X,-3.979752873267618,2.037431061827534,True
compact_separated,unknown,X,-3.430811526049775,1.5287032707096937,True
compact_separated,unknown,X,-4.091324695662761,2.1922978287723796,True
compact_separated,unknown,X,-3.586838180983737,1.8967833674315158,True
one_sided_embedding,source,A,-0.6601770438241146,0.7177235115316479,True
one_sided_embedding,source,A,0.18391570963410345,0.3473934273814678,True
one_sided_embedding,source,A,0.2138616289376791,0.22560860024689433,True
one_sided_embedding,source,A,0.2088035524571628,0.1321145567199559,True
one_sided_embedding,source,A,0.548047993474341,-0.03045280441605791,True
one_sided_embedding,source,A,-0.2908580184559996,0.031954443973560585,True
one_sided_embedding,source,A,0.11231469063204301,0.4115911339179646,True
one_sided_embedding,source,A,0.258119945534524,-0.18332396651018457,True
one_sided_embedding,source,A,0.19722331492662176,0.2809241209397604,True
one_sided_embedding,source,A,-0.3298420009523121,-0.6710340430614656,True
one_sided_embedding,source,A,-0.15871100867663862,0.10947348690758645,True
one_sided_embedding,source,A,-0.18288527717221573,-0.5069109577068303,True
one_sided_embedding,source,A,-0.15911014125874756,0.8471549196786679,True
one_sided_embedding,source,A,0.06439292071261642,0.19060857282929897,True
one_sided_embedding,source,A,-0.013720080907901932,0.6558524661690175,True
one_sided_embedding,source,A,-0.10074780076394138,-0.3062016419744973,True
one_sided_embedding,source,A,0.2383362997680634,0.14438751596970203,True
one_sided_embedding,source,A,-0.38615385260422297,0.7898930573495221,True
one_sided_embedding,source,A,-0.4322668183000402,0.2520861240984683,True
one_sided_embedding,source,A,-0.17043846469249,0.1837991459374968,True
one_sided_embedding,source,A,-0.0590616370684753,-0.32920753587207074,True
one_sided_embedding,source,A,-0.21149240811376252,0.5916741132924385,True
one_sided_embedding,source,A,0.3313884389963649,0.13893711814778778,True
one_sided_embedding,source,A,0.22750287398197755,0.49633099653956764,True
one_sided_embedding,source,A,0.47596053529706406,-0.37253572270191515,True
one_sided_embedding,source,A,0.03705538975742683,0.43684547976893523,True
one_sided_embedding,source,A,0.051191346047901085,-0.43727050760236,True
one_sided_embedding,source,A,-0.5628240186165427,0.1121753632271421,True
one_sided_embedding,source,A,0.37923457962811125,-0.5215139884575863,True
one_sided_embedding,source,A,0.46897473141545537,0.4779635522959519,True
one_sided_embedding,source,A,-0.27513450254579774,-0.3621177516987929,True
one_sided_embedding,source,A,0.06762733481003332,0.9557577844905661,True
one_sided_embedding,source,A,-0.5290561219315296,-0.1498208318656968,True
one_sided_embedding,source,A,0.8515773354160293,0.18075490321425372,True
one_sided_embedding,source,A,-0.04899391349406782,0.5400990098839872,True
one_sided_embedding,source,A,-0.23955035488606846,-0.6673742524828157,True
one_sided_embedding,source,A,-0.12135855947286059,-0.20484333782707156,True
one_sided_embedding,source,A,0.2859930998030286,0.5902818870946532,True
one_sided_embedding,source,A,-0.050760886719550716,-0.21121573742682478,True
one_sided_embedding,source,A,-0.0286333842749649,-0.22069811677636345,True
one_sided_embedding,source,A,0.441589778737062,0.30281971996355206,True
one_sided_embedding,source,A,0.7959349728789883,0.2971365847234015,True
one_sided_embedding,source,A,0.41767127317087377,-0.26767428886919375,True
one_sided_embedding,source,A,-0.4539623318832322,-0.30250622614578265,True
one_sided_embedding,source,A,-0.061161767723978924,0.38481773495157184,True
one_sided_embedding,source,A,0.15728398009897876,-0.25807366651565233,True
one_sided_embedding,source,A,-0.1759423634108366,0.11453432833618278,True
one_sided_embedding,source,A,0.0847966392885709,-0.00018237676242048378,True
one_sided_embedding,source,A,-0.11342473161189728,-0.4952319339513465,True
one_sided_embedding,source,A,0.6326281921957055,0.18672808850975944,True
one_sided_embedding,source,A,0.1962905951154466,0.5289346273538946,True
one_sided_embedding,source,A,-0.5306958359907858,-0.6378354110055342,True
one_sided_embedding,source,A,0.26944488554038204,-0.30489730219423705,True
one_sided_embedding,source,A,-0.03868415646106416,-0.038437274853874326,True
one_sided_embedding,source,A,-0.264708373825299,0.5654317139476208,True
one_sided_embedding,source,A,-0.31665584962307924,0.04617166708841649,True
one_sided_embedding,source,A,-0.2269841074142712,-0.03398860348607295,True
one_sided_embedding,source,A,-0.45594160860739735,-0.326462452602189,True
one_sided_embedding,source,A,0.3774240478980929,0.5888505176584825,True
one_sided_embedding,source,A,0.275508019067879,0.2626691020167856,True
one_sided_embedding,source,B,-0.7750560186101003,-0.44958822998318726,False
one_sided_embedding,source,B,-2.1052944929190005,-0.7544687369376203,False
one_sided_embedding,source,B,1.509965309298249,0.42929613612546086,False
one_sided_embedding,source,B,-1.2501178841306446,3.410222021914755,False
one_sided_embedding,source,B,0.2417135428633311,1.6622144561124244,False
one_sided_embedding,source,B,-0.9744883291655991,-0.8104315553186725,False
one_sided_embedding,source,B,2.8911858472965295,0.1550824592686797,False
one_sided_embedding,source,B,1.169551938925813,-0.2999988651143681,False
one_sided_embedding,source,B,0.30855939208137434,0.31818036863763666,False
one_sided_embedding,source,B,1.4395900694567774,0.7666452118587361,False
one_sided_embedding,source,B,0.11951706718172536,0.8580252702511191,False
one_sided_embedding,source,B,0.6352799876695615,0.9090799668163555,False
one_sided_embedding,source,B,-0.2993920550081276,-2.0262972800405135,False
one_sided_embedding,source,B,1.0692205377714854,1.7760725230570171,False
one_sided_embedding,source,B,-1.8616209489732438,-4.301618388106749,False
